6211595,16416279,62.162
10204684,16416279,37.838
10593236,16416279,35.4711
10876409,16416279,33.7462
11313372,16416279,31.0844
11543027,16416279,29.6855
11881980,16416279,27.6207
12318670,16416279,24.9606
12783932,16416279,22.1265
13306139,16416279,18.9455
13798174,16416279,15.9482
14137802,16416279,13.8794
14368276,16416279,12.4754
14470560,16416279,11.8524
14562263,16416279,11.2938
14576368,16416279,11.2078
14588954,16416279,11.1312
14591334,16416279,11.1167
14602207,16416279,11.0504
14602141,16416279,11.0508
14602465,16416279,11.0489
10475343,16416279,36.1893
10654992,16416279,35.095
10750789,16416279,34.5114
10990276,16416279,33.0526
11243284,16416279,31.5114
11474369,16416279,30.1037
11773408,16416279,28.2821
12378729,16416279,24.5948
13058229,16416279,20.4556
13767681,16416279,16.134
14385848,16416279,12.3684
14833733,16416279,9.6401
15054690,16416279,8.29414
15196112,16416279,7.43266
15264859,16416279,7.01389
15284256,16416279,6.89573
15299100,16416279,6.80531
15301152,16416279,6.79281
15302625,16416279,6.78384
13798174,16416279,15.9482
14588954,16416279,11.1312
13811095,16416279,15.8695
14749970,16416279,10.1503
13757741,16416279,16.1945
14906878,16416279,9.19454
13659352,16416279,16.7939
14971457,16416279,8.80115
13477193,16416279,17.9035
15074695,16416279,8.17228
13416798,16416279,18.2714
15092853,16416279,8.06167
13285507,16416279,19.0711
15156862,16416279,7.67176
13067776,16416279,20.3975
15205299,16416279,7.3767
13058229,16416279,20.4556
15264859,16416279,7.01389
12990165,16416279,20.8702
15341705,16416279,6.54578
12883412,16416279,21.5205
15394706,16416279,6.22293
12883412,16416279,21.5205
15448742,16416279,5.89377
12883412,16416279,21.5205
15467226,16416279,5.78117
12883412,16416279,21.5205
15537226,16416279,5.35476
12883412,16416279,21.5205
15553273,16416279,5.25701
12883412,16416279,21.5205
15572180,16416279,5.14184
12883412,16416279,21.5205
15582123,16416279,5.08127
12883412,16416279,21.5205
15582123,16416279,5.08127
12883412,16416279,21.5205
15582123,16416279,5.08127
12883412,16416279,21.5205
15582123,16416279,5.08127
10065192,16416279,38.6877
10243578,16416279,37.6011
10475343,16416279,36.1893
10654992,16416279,35.095
10750789,16416279,34.5114
10990276,16416279,33.0526
11243284,16416279,31.5114
11474369,16416279,30.1037
11773408,16416279,28.2821
12278848,16416279,25.2032
12883412,16416279,21.5205
13539435,16416279,17.5243
14216273,16416279,13.4014
14764261,16416279,10.0633
15144892,16416279,7.74467
15415684,16416279,6.09514
15582123,16416279,5.08127
15673727,16416279,4.52327
15738413,16416279,4.12923
15766167,16416279,3.96017
10802174,16416279,34.1984
11098131,16416279,32.3956
11372478,16416279,30.7244
11637787,16416279,29.1083
12047194,16416279,26.6143
12560359,16416279,23.4884
13088800,16416279,20.2694
13763508,16416279,16.1594
14346054,16416279,12.6108
14776130,16416279,9.99099
15133279,16416279,7.81541
15391862,16416279,6.24025
15560428,16416279,5.21343
15677598,16416279,4.49969
15759367,16416279,4.00159
15810750,16416279,3.68859
15851129,16416279,3.44262
15877368,16416279,3.28278
10285018,16416279,37.3487
10605689,16416279,35.3953
10856362,16416279,33.8683
11124181,16416279,32.2369
11516260,16416279,29.8485
11779943,16416279,28.2423
12151322,16416279,25.98
12696169,16416279,22.6611
13276898,16416279,19.1236
13966932,16416279,14.9202
14556111,16416279,11.3312
15021689,16416279,8.49517
15350365,16416279,6.49303
15542902,16416279,5.32019
15671943,16416279,4.53413
15755148,16416279,4.02729
15809977,16416279,3.6933
15850945,16416279,3.44374
